Request: 2022-07-07T05:17:43.324Z | [ server Initialize ] | info | /home/umesh/My_Work/POC/Video_streaming_poc/build/server.js | Server is running on 7000
Request: 2022-07-07T05:17:47.170Z | [ server Initialize ] | info | /home/umesh/My_Work/POC/Video_streaming_poc/build/server.js | Server is running on 7000
Request: 2022-07-07T05:17:47.751Z | [ 35a3aa0c-6e60-44ea-8b99-ae58b2c54047 ] | info | /home/umesh/My_Work/POC/Video_streaming_poc/build/component/videoStreaming/v1/route.js/videoStreaming/home | videoStreaming home frontend route
Request: 2022-07-07T05:18:11.974Z | [ server Initialize ] | info | /home/umesh/My_Work/POC/Video_streaming_poc/build/server.js | Server is running on 7000
Request: 2022-07-07T05:18:12.026Z | [ d012c4b6-1cd3-49e4-818d-ff683b8a46ff ] | info | /home/umesh/My_Work/POC/Video_streaming_poc/build/component/videoStreaming/v1/route.js/videoStreaming/home | videoStreaming home frontend route
Request: 2022-07-07T05:18:18.746Z | [ server Initialize ] | info | /home/umesh/My_Work/POC/Video_streaming_poc/build/server.js | Server is running on 7000
Request: 2022-07-07T05:18:19.577Z | [ 66dfa218-9acc-47dd-adb6-4dd7b229fac7 ] | info | /home/umesh/My_Work/POC/Video_streaming_poc/build/component/videoStreaming/v1/route.js/videoStreaming/home | videoStreaming home frontend route
Request: 2022-07-07T05:18:19.642Z | [ 29cca8fb-71ea-42e0-ac70-5c67796d8878 ] | info | /home/umesh/My_Work/POC/Video_streaming_poc/build/component/videoStreaming/v1/route.js/videoStreaming/home | videoStreaming home frontend route
Request: 2022-07-07T05:18:20.664Z | [ e807f44c-e989-4f6b-a6c6-a8c0f0525f0e ] | info | /home/umesh/My_Work/POC/Video_streaming_poc/build/component/videoStreaming/v1/route.js/videoStreaming/home | videoStreaming home frontend route
Request: 2022-07-07T05:18:26.068Z | [ server Initialize ] | info | /home/umesh/My_Work/POC/Video_streaming_poc/build/server.js | Server is running on 7000
Request: 2022-07-07T05:18:33.585Z | [ server Initialize ] | info | /home/umesh/My_Work/POC/Video_streaming_poc/build/server.js | Server is running on 7000
